epoch,train_loss,train_acc,val_loss,val_acc
1,0.9617267166925745,0.7005005238039809,0.5137972443000131,0.8383152173913043
2,0.3974953429161385,0.8700966127342568,0.4096965660219607,0.876358695652174
3,0.3082956632029232,0.8969852170876499,0.3766199998233629,0.8797554347826086
4,0.2458225870757563,0.9146781515539518,0.34158937438674597,0.8933423913043478
5,0.21132540357305762,0.9279478524036783,0.3871980439061704,0.8824728260869565
6,0.18932486315528974,0.9312070771737865,0.45978185534477234,0.8716032608695652
7,0.15785563194859972,0.9447095797928065,0.41307904798051587,0.8716032608695652
8,0.14889906211918238,0.9500640204865557,0.335888481658438,0.8953804347826086
9,0.1367227030199699,0.9529740426027238,0.3595013553681581,0.8953804347826086
10,0.1276873364349056,0.9550692585263648,0.34200048317079956,0.90625
11,0.10883644742541256,0.9632173204516354,0.3132366874943609,0.9130434782608695
12,0.0938516676512876,0.9678733558375043,0.31939900958019757,0.90625
13,0.08477437616646907,0.9695029682225584,0.3746174729388693,0.9035326086956522
14,0.07375835782339112,0.9728785938773135,0.366346779724826,0.9082880434782609
15,0.0738593257825764,0.9727621929926668,0.3205923651871474,0.9103260869565217
16,0.05863558532833401,0.9804446513793504,0.3544789319453032,0.90625
17,0.05547000547000921,0.9818414619951111,0.3469523813413537,0.9116847826086957
18,0.05582169592276453,0.980677453148644,0.33387201182220294,0.9144021739130435
19,0.0472983873398911,0.9842858805726924,0.36936214566230774,0.9116847826086957
20,0.04324811557540914,0.9861482947270399,0.33810184507266333,0.9164402173913043
21,0.04643497038545364,0.9830054708415784,0.36889938103116077,0.9110054347826086
22,0.04138454475300565,0.9861482947270399,0.3658603565848392,0.9144021739130435
23,0.0381305742537933,0.9874287044581539,0.36877698937188025,0.9164402173913043
24,0.03191279951480735,0.9902223256896753,0.37855739632378455,0.9157608695652174
25,0.03241350760347573,0.989058316843208,0.3684490381375603,0.9157608695652174
26,0.032370270138069056,0.9883599115353277,0.37247254991013073,0.9144021739130435
27,0.031182179041228518,0.9899895239203818,0.3705916015998177,0.9157608695652174
28,0.03205950671465233,0.989058316843208,0.3699746118939441,0.9150815217391305
29,0.02672911063577201,0.9904551274589687,0.36777577516825305,0.9171195652173914
30,0.02893443288722342,0.9901059248050286,0.3677931194720061,0.9171195652173914
