epoch,train_loss,train_acc,val_loss,val_acc
1,1.1633332385760455,0.6363859562975693,0.6808399286846186,0.7610738255033557
2,0.545299411098055,0.8212619690645716,0.594493865326747,0.8053691275167785
3,0.4019547514882686,0.8654554382519027,0.5053035323251814,0.8429530201342282
4,0.2701529622399892,0.9071937147066045,0.5111667827471791,0.8550335570469799
5,0.2731209896631098,0.9032654063343972,0.4952243490507139,0.8563758389261745
6,0.22553872166344613,0.9202062361895409,0.6542338958522618,0.8214765100671141
7,0.19531695044599703,0.9339553154922662,0.5568368110080694,0.8483221476510067
8,0.16819352808477264,0.9462312791554137,0.47098953891920564,0.8738255033557047
9,0.12918901416774234,0.9540878958998281,0.5775211657453704,0.8577181208053691
10,0.12650389609350315,0.95506997299288,0.5762741010461078,0.8697986577181208
11,0.1282860555930949,0.9570341271789835,0.6010948501177282,0.8402684563758389
12,0.12348435371848938,0.9580162042720354,0.5468520454912378,0.8738255033557047
13,0.1054992066381196,0.9631721090105573,0.45613965212098706,0.8912751677852349
14,0.07781817887793324,0.9722563221212865,0.5052502384121786,0.876510067114094
15,0.0774425847957534,0.9712742450282347,0.5694749396919404,0.8818791946308725
16,0.06437627173968898,0.9766756690400197,0.5057332376505704,0.8818791946308725
17,0.055580721542023336,0.9825681315983305,0.4880216907334808,0.8859060402684564
18,0.054490354790960746,0.9818315737785416,0.5446266217519773,0.8791946308724832
19,0.046723736523932524,0.985268843604223,0.5276415605673054,0.8845637583892617
20,0.02974419618103623,0.9918978639823226,0.4986370129873289,0.8926174496644296
21,0.03995383353599775,0.9845322857844341,0.5336730106564976,0.8845637583892617
22,0.03213986600029209,0.9884605941566413,0.5613824018696011,0.8805369127516779
23,0.033890686367635606,0.9887061134299042,0.5331105513860716,0.8912751677852349
24,0.027845722142302402,0.990179229069482,0.5387445174607655,0.8818791946308725
25,0.023792623361381007,0.9921433832555856,0.5288457490453784,0.8791946308724832
26,0.028453414163991476,0.9894426712496931,0.5202125661325134,0.8899328859060402
27,0.02263694517282422,0.9928799410753744,0.5208788793359027,0.8885906040268456
28,0.02481294823035309,0.9931254603486374,0.5198562536463641,0.8899328859060402
29,0.02129572493854426,0.9941075374416892,0.5181983502919242,0.887248322147651
30,0.02698207958108658,0.9909157868892708,0.5165565027486558,0.8885906040268456
