epoch,train_loss,train_acc,val_loss,val_acc
1,0.9436584435912425,0.6936328716098242,0.539457512938458,0.8226902173913043
2,0.529904429076326,0.8149225934117099,0.5079040941984757,0.8247282608695652
3,0.46390662131480465,0.8373879641485276,0.5630048953968546,0.8165760869565217
4,0.41063399063584805,0.8558957048073565,0.5520647660545681,0.828125
5,0.3562905786305531,0.8724246304271912,0.44332897403965826,0.8627717391304348
6,0.36029968939842133,0.8719590268886044,0.5324949997922649,0.828125
7,0.2873629089000408,0.8980328250494704,0.373094758261805,0.8770380434782609
8,0.2775637292281572,0.901175648934932,0.3619890381460604,0.8933423913043478
9,0.269270377908565,0.9049004772436271,0.39508168334546295,0.8695652173913043
10,0.2377570101787708,0.9157257595157723,0.40762153915736987,0.8804347826086957
11,0.219189278060509,0.9245722267489233,0.39438602587451105,0.8817934782608695
12,0.19012433009838117,0.9298102665580258,0.3224971177785293,0.8980978260869565
13,0.17553757890814356,0.935630310790362,0.37627379661021026,0.8851902173913043
14,0.15235200501087728,0.9451751833313933,0.3772526396357495,0.8960597826086957
15,0.14699267559841894,0.9459899895239203,0.3857401091119517,0.8933423913043478
16,0.12849703674415933,0.9526248399487837,0.3511991410151772,0.9035326086956522
17,0.1200931799648881,0.9564660691421255,0.3942349617895873,0.8926630434782609
18,0.09685833976351348,0.9628681177976952,0.32069456577301025,0.9089673913043478
19,0.09546834363980117,0.9657781399138633,0.31003988696181256,0.9177989130434783
20,0.07844920203339266,0.9696193691072053,0.32906185738418414,0.9130434782608695
21,0.060777738436704434,0.9763706204167152,0.3448285590047422,0.9137228260869565
22,0.06514628741492556,0.9748574089163078,0.3140294033548106,0.9171195652173914
23,0.05099799687905967,0.978931439878943,0.3347548129765884,0.9137228260869565
24,0.04932371968616586,0.9812594575718775,0.36932428764260333,0.9110054347826086
25,0.046125866873392526,0.9834710743801653,0.333388635645742,0.9259510869565217
26,0.03972147160495151,0.9837038761494588,0.3488260935182157,0.9171195652173914
27,0.040362283106238094,0.9847514841112792,0.3502135354539622,0.9198369565217391
28,0.03445932994294314,0.9861482947270399,0.3475900221130122,0.9171195652173914
29,0.03150005210696526,0.987777907112094,0.34836922132450604,0.9191576086956522
30,0.031696420958405074,0.9876615062274473,0.34894505920617475,0.9177989130434783
