epoch,train_loss,train_acc,val_loss,val_acc
1,2.522917132150559,0.27904761904761904,1.7821158261526198,0.4857142857142857
2,1.2438818983804611,0.6457142857142857,1.081303250221979,0.6714285714285714
3,0.7918260334786915,0.7647619047619048,0.8989266032264346,0.7047619047619048
4,0.5690337626139322,0.8247619047619048,0.827632086617606,0.7523809523809524
5,0.46200147342114223,0.86,0.8307263987404959,0.7476190476190476
6,0.312450099502291,0.9123809523809524,0.7245275872094291,0.7714285714285715
7,0.2786476348127638,0.9142857142857143,0.8781188374473935,0.7619047619047619
8,0.26288004767327083,0.9228571428571428,0.8000507871309916,0.7571428571428571
9,0.1917675664879027,0.9495238095238095,0.7452558017912365,0.780952380952381
10,0.170181432167689,0.9542857142857143,0.7535333219028655,0.7857142857142857
11,0.153848656529472,0.9580952380952381,0.787615099975041,0.7952380952380952
12,0.11540476495311373,0.9761904761904762,0.7464889111972991,0.7904761904761904
13,0.10344426531167257,0.9866666666666667,0.7362890323003133,0.8095238095238095
14,0.09742373066998664,0.9780952380952381,0.6970793309665861,0.819047619047619
15,0.09959423449777421,0.9752380952380952,0.7248365033240546,0.819047619047619
16,0.0887836567347958,0.9828571428571429,0.7213419613384066,0.8095238095238095
17,0.08990028605574653,0.9828571428571429,0.7242907915796553,0.8142857142857143
18,0.09960759645416623,0.979047619047619,0.7276176009859358,0.819047619047619
19,0.07743503139132545,0.9847619047619047,0.7274247555505662,0.819047619047619
20,0.08224428999991644,0.9828571428571429,0.7271927640551612,0.819047619047619
