epoch,train_loss,train_acc,val_loss,val_acc
1,1.338354248805038,0.6064326049594894,0.6867012412756082,0.7771812080536913
2,0.5387730900643646,0.8229806039774122,0.6172039804842648,0.8241610738255034
3,0.4300815699333469,0.8610360913331696,0.5306477062654176,0.8134228187919463
4,0.33917299740925605,0.8873066535723054,0.5002624452514136,0.8456375838926175
5,0.26306826681476714,0.9113675423520746,0.49818956795954866,0.8550335570469799
6,0.24824319475483841,0.9221703903756445,0.4220010006187746,0.8738255033557047
7,0.1969304700278472,0.9364105082248957,0.529576445825948,0.8442953020134228
8,0.17005857293878876,0.9418119322366806,0.47124807994637713,0.8657718120805369
9,0.15040676229538041,0.949914068254358,0.4843089572535265,0.8657718120805369
10,0.1262240857398103,0.9582617235452983,0.43603481478339073,0.8805369127516779
11,0.10221999680603748,0.9663638595629757,0.3981661958182418,0.8926174496644296
12,0.09663036149548512,0.9720108028480235,0.4328486343358187,0.8778523489932886
13,0.08896851563117822,0.9722563221212865,0.4199696939263568,0.897986577181208
14,0.07407766621557114,0.9774122268598084,0.4244733302385215,0.8859060402684564
15,0.07421459614857391,0.9803584581389639,0.4436173763051129,0.8912751677852349
16,0.07321515833817673,0.9759391112202308,0.4201612845363233,0.8939597315436242
17,0.0618384624183134,0.9818315737785416,0.42427806590227474,0.8953020134228188
18,0.05558149910879726,0.9862509206972747,0.4195595152426086,0.8926174496644296
19,0.05427151571491881,0.9860054014240118,0.41939836164448885,0.8966442953020134
20,0.06124358843868425,0.9806039774122268,0.41616701487726815,0.8953020134228188
