epoch,train_loss,train_acc,val_loss,val_acc
1,1.7743569965589614,0.4928571428571429,0.9431364391223493,0.6963855421686747
2,0.6723800560406276,0.7961904761904762,0.7068860177534172,0.7686746987951807
3,0.4936198613189516,0.8376190476190476,0.647002706757511,0.8048192771084337
4,0.39694545019240607,0.8695238095238095,0.6357979301946709,0.8
5,0.3033213400840759,0.9119047619047619,0.6369026981204389,0.8240963855421687
6,0.28203156738054186,0.9123809523809524,0.6744477537741144,0.8289156626506025
7,0.23852589632783616,0.9219047619047619,0.6081988249916628,0.8072289156626506
8,0.1790021030108134,0.9447619047619048,0.6090964021452938,0.8337349397590361
9,0.1602211270587785,0.9538095238095238,0.5853603335748235,0.8481927710843373
10,0.14002674883320218,0.96,0.6415420441742403,0.8313253012048193
11,0.1403460477079664,0.9566666666666667,0.6149588403931583,0.8457831325301205
12,0.10002552315592766,0.9761904761904762,0.624172115613179,0.8337349397590361
13,0.09998945423180149,0.9733333333333334,0.6044565739401851,0.8506024096385543
14,0.08316997076783861,0.9776190476190476,0.6362286699823586,0.8433734939759037
15,0.10188974505379086,0.9695238095238096,0.613032083626253,0.8385542168674699
16,0.06911156189583596,0.9847619047619047,0.6208792051637029,0.8361445783132531
17,0.06369188937402907,0.9823809523809524,0.6289588853537318,0.8385542168674699
18,0.06283164733222553,0.9857142857142858,0.610268036141453,0.8457831325301205
19,0.06932397036325363,0.9828571428571429,0.6096250057220459,0.8457831325301205
20,0.06044563599995204,0.9852380952380952,0.6115594967302069,0.8457831325301205
