epoch,train_loss,train_acc,val_loss,val_acc
1,1.5752006847517832,0.5019047619047619,1.2738196062754437,0.6337349397590362
2,0.8853945782638731,0.7142857142857143,0.9673014816031399,0.6987951807228916
3,0.7075851366633461,0.7519047619047619,0.9341916767947646,0.7156626506024096
4,0.5751429684956868,0.8033333333333333,0.8833275361233447,0.7421686746987952
5,0.4707936786469959,0.8442857142857143,0.9330155501882714,0.727710843373494
6,0.3979076478027162,0.8604761904761905,0.8570670119251114,0.7951807228915663
7,0.3765094657739004,0.8714285714285714,0.7830339292445815,0.7734939759036145
8,0.30618720346973055,0.8938095238095238,0.8216861586972891,0.7879518072289157
9,0.2601629614830017,0.9171428571428571,0.6673113731016596,0.8313253012048193
10,0.28602880977448963,0.9057142857142857,0.8287364612142724,0.7903614457831325
11,0.22415058385758174,0.920952380952381,0.7795131546905242,0.8048192771084337
12,0.21671214835984368,0.9219047619047619,0.7077297943184174,0.8337349397590361
13,0.1659693943035035,0.939047619047619,0.7598741669252694,0.8120481927710843
14,0.13372016185451122,0.950952380952381,0.8187416872346257,0.8216867469879519
15,0.11590376394490401,0.96,0.7344055391219725,0.8216867469879519
16,0.09362330301176934,0.9666666666666667,0.7197986174778765,0.8337349397590361
17,0.08304250138146536,0.9714285714285714,0.8172584539436433,0.8433734939759037
18,0.0938023813565572,0.9652380952380952,0.7606685922806522,0.8240963855421687
19,0.05688824693716708,0.9838095238095238,0.7210284994309207,0.8457831325301205
20,0.051944075794447035,0.9804761904761905,0.7624662442379687,0.8361445783132531
21,0.05159641101246788,0.9828571428571429,0.7260343637811132,0.8337349397590361
22,0.03743708355130539,0.9871428571428571,0.7176327412386975,0.8337349397590361
23,0.03719126156398228,0.9861904761904762,0.7629408718591713,0.8433734939759037
24,0.02913729775519598,0.9909523809523809,0.7012985220874649,0.8506024096385543
25,0.02343348076655751,0.991904761904762,0.7569685450519424,0.8457831325301205
26,0.01930430037679062,0.9957142857142857,0.7483161340276879,0.8530120481927711
27,0.02353235347019065,0.9909523809523809,0.7380248581070498,0.8385542168674699
28,0.02768813861267907,0.9885714285714285,0.7210448842450797,0.8433734939759037
29,0.01804618665238931,0.9947619047619047,0.7192271985203387,0.8481927710843373
30,0.025782206798238415,0.9933333333333333,0.7180737555745136,0.8457831325301205
