epoch,train_loss,train_acc,val_loss,val_acc
1,1.7036198804492042,0.5171428571428571,0.9200821854982031,0.7108433734939759
2,0.7111225742385501,0.78,0.8583768744066537,0.7518072289156627
3,0.4750719085761479,0.8519047619047619,0.7073063310370388,0.7879518072289157
4,0.3742297277847926,0.8814285714285715,0.7618683615362788,0.7614457831325301
5,0.33346692749432155,0.8890476190476191,0.6022824405187583,0.8337349397590361
6,0.2559755014379819,0.9171428571428571,0.5893811095191772,0.8265060240963855
7,0.2052238037756511,0.9452380952380952,0.5503699523856841,0.8506024096385543
8,0.18951026519139608,0.9342857142857143,0.5783223682139293,0.8120481927710843
9,0.176197559209097,0.9457142857142857,0.5814075773020825,0.8385542168674699
10,0.13838542512484958,0.9576190476190476,0.5762630909322256,0.8361445783132531
11,0.12571134564422426,0.9580952380952381,0.5925848054598613,0.8361445783132531
12,0.0852127182483673,0.9814285714285714,0.6114514839218324,0.8385542168674699
13,0.09397946627367111,0.9714285714285714,0.5986958183437945,0.8361445783132531
14,0.07315947184960048,0.9838095238095238,0.5829339261514594,0.8361445783132531
15,0.07150024832714172,0.9842857142857143,0.562428101574082,0.8433734939759037
16,0.06735722644343263,0.9828571428571429,0.5719110086739781,0.8457831325301205
17,0.06758099295198917,0.9861904761904762,0.6030200757176043,0.8433734939759037
18,0.06849711724512633,0.9833333333333333,0.581262639631708,0.8481927710843373
19,0.07033777056705384,0.9823809523809524,0.5812865803040654,0.8409638554216867
20,0.05770263252513749,0.9890476190476191,0.5806703148117984,0.8409638554216867
