epoch,train_loss,train_acc,val_loss,val_acc
1,1.5536623062406267,0.5157142857142857,1.1806419987276375,0.6240963855421687
2,0.803770089830671,0.7352380952380952,1.084252001291298,0.7036144578313253
3,0.6205620873542059,0.7985714285714286,0.8617737997009094,0.7518072289156627
4,0.5353660228706542,0.8219047619047619,0.8926497855818415,0.7493975903614458
5,0.4794253092720395,0.8447619047619047,0.7774505267660302,0.7783132530120482
6,0.3771536824249086,0.8704761904761905,0.6932683045605579,0.8072289156626506
7,0.28957015349751425,0.8995238095238095,0.6464188470897905,0.8216867469879519
8,0.25464435231117977,0.9128571428571428,0.9120157575032797,0.8
9,0.2649784481525421,0.9076190476190477,0.7031317505491785,0.8385542168674699
10,0.17223493462517148,0.9452380952380952,0.6839314337236335,0.8409638554216867
11,0.17671115824864025,0.9319047619047619,0.5952187003859555,0.8602409638554217
12,0.10249904788675762,0.9647619047619047,0.692458185230393,0.8337349397590361
13,0.08461297743377232,0.9742857142857143,0.6968243923531957,0.8481927710843373
14,0.06217612811319885,0.9780952380952381,0.6967428543481482,0.8554216867469879
15,0.0558388723663631,0.9814285714285714,0.7509963768074311,0.8481927710843373
16,0.05067776923733098,0.9804761904761905,0.7460254939205675,0.8409638554216867
17,0.03933896825427101,0.9880952380952381,0.710333958304072,0.8602409638554217
18,0.03619745015388443,0.99,0.7076611992824509,0.8602409638554217
19,0.03800568171909877,0.9895238095238095,0.7018895338816815,0.8602409638554217
20,0.026245974866407257,0.9942857142857143,0.7053863872964699,0.8626506024096385
